sale_id,sale_date,month,season,year,customer_id,product_id,units_sold,revenue_usd,discount_level,discount_amount,discount_pct,customer_rating,return_status
APPL-00006511,2024-09-29,September,Fall,2024,5019,48,1,123.92,No Discount,0.0,0,,Returned
APPL-00006512,2022-03-09,March,Winter,2022,5020,78,3,116.37,No Discount,0.0,0,4.9,Exchanged
APPL-00006513,2022-03-25,March,Spring,2022,5021,172,3,1384.17,Low,14.27000000000004,3,4.1,Kept
APPL-00006514,2022-05-14,May,Spring,2022,5022,23,2,144.84,High,12.78,15,3.4,Exchanged
APPL-00006515,2022-07-31,July,Summer,2022,5023,590,1,462.09,Medium,34.78000000000003,7,,Kept
APPL-00006516,2022-09-13,September,Summer,2022,5021,480,1,438.71,Low,13.569999999999991,3,,Kept
APPL-00006517,2022-10-20,October,Fall,2022,5024,68,2,190.94,Medium,10.61,10,,Kept
APPL-00006518,2022-12-17,December,Fall,2022,5025,703,3,2489.43,Medium,92.20000000000005,10,4.9,Kept
APPL-00006519,2023-02-25,February,Winter,2023,5026,722,1,801.52,High,141.45000000000005,15,4.7,Returned
APPL-00006520,2023-07-28,July,Summer,2023,5022,976,1,1328.08,No Discount,0.0,0,,Kept
APPL-00006521,2023-08-31,August,Summer,2023,5027,530,1,6498.41,Medium,722.0500000000002,10,3.2,Kept
APPL-00006522,2023-09-17,September,Summer,2023,5028,758,1,812.91,No Discount,0.0,0,4.3,Returned
APPL-00006523,2023-12-09,December,Fall,2023,5024,401,4,2317.32,Low,11.819999999999936,2,,Returned
APPL-00006524,2024-03-06,March,Winter,2024,5023,77,6,218.04,No Discount,0.0,0,3.1,Returned
APPL-00006525,2024-03-07,March,Winter,2024,5029,419,2,1998.48,Low,30.90000000000009,3,3.2,Kept
APPL-00006526,2024-03-12,March,Winter,2024,5020,33,5,197.05,No Discount,0.0,0,3.6,Kept
APPL-00006527,2024-04-21,April,Spring,2024,5030,800,1,712.35,Low,37.49000000000001,5,3.1,Kept
APPL-00006528,2024-09-20,September,Summer,2024,5031,38,4,493.52,No Discount,0.0,0,4.8,Returned
APPL-00006529,2024-10-12,October,Fall,2024,5032,220,1,1080.85,Medium,81.35000000000014,7,4.0,Kept
APPL-00006530,2024-11-01,November,Fall,2024,5033,99,1,305.59,Low,16.08000000000004,5,,Kept
APPL-00006531,2022-04-12,April,Spring,2022,5034,682,3,2509.62,No Discount,0.0,0,4.6,Returned
APPL-00006532,2022-10-03,October,Fall,2022,5035,117,1,234.89,Low,4.7900000000000205,2,3.9,Kept
APPL-00006533,2022-10-06,October,Fall,2022,5036,65,2,201.72,No Discount,0.0,0,,Kept
APPL-00006534,2022-10-18,October,Fall,2022,5037,321,1,827.41,No Discount,0.0,0,4.4,Returned
APPL-00006535,2022-11-19,November,Fall,2022,5038,1008,1,437.7,Medium,32.94999999999999,7,4.8,Kept
APPL-00006536,2022-11-24,November,Fall,2022,5039,190,1,459.96,No Discount,0.0,0,,Kept
APPL-00006537,2022-12-02,December,Fall,2022,5040,190,2,834.68,No Discount,0.0,0,,Kept
APPL-00006538,2022-12-08,December,Fall,2022,5041,17,4,3206.48,No Discount,0.0,0,4.9,Returned
APPL-00006539,2022-12-12,December,Fall,2022,5042,830,3,2850.72,No Discount,0.0,0,4.9,Kept
APPL-00006540,2023-02-13,February,Winter,2023,5043,1109,3,3106.32,Low,54.5,5,,Kept
APPL-00006541,2023-04-30,April,Spring,2023,5044,1130,1,856.63,No Discount,0.0,0,,Kept
APPL-00006542,2023-07-14,July,Summer,2023,5045,226,1,741.4,Medium,82.38,10,,Kept
APPL-00006543,2023-12-13,December,Fall,2023,5046,8,3,357.72,Medium,8.980000000000004,7,3.7,Kept
APPL-00006544,2024-02-04,February,Winter,2024,5047,570,3,3724.2,No Discount,0.0,0,,Kept
APPL-00006545,2024-02-10,February,Winter,2024,5046,122,2,253.2,No Discount,0.0,0,,Kept
APPL-00006546,2024-03-08,March,Winter,2024,5048,1025,2,1499.44,High,132.29999999999995,15,,Exchanged
APPL-00006547,2024-05-30,May,Spring,2024,5046,775,2,2024.22,Low,31.300000000000068,3,,Kept
APPL-00006548,2024-07-07,July,Summer,2024,5049,975,5,4384.95,Low,27.120000000000005,3,4.4,Returned
APPL-00006549,2024-09-29,September,Fall,2024,5050,1049,1,526.78,Medium,39.64999999999998,7,3.2,Kept
APPL-00006550,2024-10-14,October,Fall,2024,5051,129,1,397.66,No Discount,0.0,0,,Kept
APPL-00006551,2024-12-22,December,Winter,2024,5052,898,1,900.27,No Discount,0.0,0,,Kept
APPL-00006552,2024-12-22,December,Winter,2024,5053,414,5,3693.55,No Discount,0.0,0,,Returned
APPL-00006553,2022-04-22,April,Spring,2022,5054,583,2,823.86,No Discount,0.0,0,4.8,Returned
APPL-00006554,2022-05-30,May,Spring,2022,5055,77,2,73.98,No Discount,0.0,0,3.1,Kept
APPL-00006555,2022-09-13,September,Summer,2022,5056,503,2,1777.58,Medium,98.75,10,4.6,Kept
APPL-00006556,2022-09-28,September,Fall,2022,5057,253,2,247.74,Low,6.519999999999982,5,4.9,Kept
APPL-00006557,2022-10-16,October,Fall,2022,5058,166,3,1678.92,Low,17.31000000000006,3,4.0,Returned
APPL-00006558,2022-12-08,December,Fall,2022,5059,183,2,2593.02,No Discount,0.0,0,,Kept
APPL-00006559,2022-12-09,December,Fall,2022,5058,348,5,1557.55,No Discount,0.0,0,,Kept
APPL-00006560,2022-12-22,December,Winter,2022,5060,402,1,1105.84,Low,34.200000000000045,3,4.2,Kept
APPL-00006561,2023-01-09,January,Winter,2023,5061,350,2,197.04,No Discount,0.0,0,4.4,Kept
APPL-00006562,2023-03-14,March,Winter,2023,5062,1131,2,914.74,No Discount,0.0,0,,Kept
APPL-00006563,2023-05-12,May,Spring,2023,5063,1112,1,948.98,No Discount,0.0,0,4.9,Kept
APPL-00006564,2023-05-17,May,Spring,2023,5064,1022,3,2889.27,No Discount,0.0,0,4.6,Returned
APPL-00006565,2023-05-24,May,Spring,2023,5065,38,2,268.34,Low,2.740000000000009,2,4.6,Kept
APPL-00006566,2023-08-20,August,Summer,2023,5059,75,3,416.97,No Discount,0.0,0,4.4,Kept
APPL-00006567,2023-10-10,October,Fall,2023,5066,33,2,67.64,High,5.969999999999999,15,4.1,Kept
APPL-00006568,2023-10-29,October,Fall,2023,5067,1132,1,1182.37,No Discount,0.0,0,3.7,Kept
APPL-00006569,2024-01-28,January,Winter,2024,5067,229,1,573.91,Low,30.21000000000004,5,3.2,Kept
APPL-00006570,2024-04-02,April,Spring,2024,5059,670,3,1725.03,Low,11.730000000000018,2,3.2,Kept
APPL-00006571,2024-04-08,April,Spring,2024,5065,82,3,384.42,Low,6.740000000000009,5,3.2,Kept
APPL-00006572,2024-04-25,April,Spring,2024,5068,354,2,2596.86,Low,40.159999999999854,3,4.3,Kept
APPL-00006573,2024-06-18,June,Spring,2024,5068,292,2,78.9,No Discount,0.0,0,,Kept
APPL-00006574,2024-08-17,August,Summer,2024,5069,320,6,3336.12,Low,29.25999999999999,5,3.9,Kept
APPL-00006575,2024-09-15,September,Summer,2024,5070,948,1,832.12,Medium,92.46000000000004,10,4.1,Returned
APPL-00006576,2024-10-13,October,Fall,2024,5071,389,2,336.48,No Discount,0.0,0,3.8,Kept
APPL-00006577,2024-10-28,October,Fall,2024,5064,1032,1,793.56,No Discount,0.0,0,5.0,Kept
APPL-00006578,2022-03-05,March,Winter,2022,5072,666,2,14657.32,No Discount,0.0,0,3.4,Kept
APPL-00006579,2022-03-06,March,Winter,2022,5073,963,2,2352.66,Low,36.38000000000011,3,4.9,Kept
APPL-00006580,2022-05-02,May,Spring,2022,5074,90,1,691.78,Medium,76.87,10,3.1,Kept
APPL-00006581,2022-05-10,May,Spring,2022,5075,500,3,4056.36,Low,27.590000000000146,2,4.3,Kept
APPL-00006582,2022-05-11,May,Spring,2022,5076,1133,1,1024.65,No Discount,0.0,0,,Kept
APPL-00006583,2022-06-05,June,Spring,2022,5077,134,1,276.78,Medium,20.83000000000004,7,,Kept
APPL-00006584,2022-06-26,June,Summer,2022,5072,496,1,1814.55,Medium,201.6200000000001,10,4.4,Kept
APPL-00006585,2022-07-01,July,Summer,2022,5072,75,4,462.08,Low,3.5700000000000074,3,3.7,Kept
APPL-00006586,2022-07-10,July,Summer,2022,5078,136,4,1051.72,No Discount,0.0,0,4.4,Kept
APPL-00006587,2023-02-25,February,Winter,2023,5079,119,2,1996.24,Low,20.370000000000005,2,3.9,Kept
APPL-00006588,2023-05-04,May,Spring,2023,5080,814,1,958.14,No Discount,0.0,0,4.2,Kept
APPL-00006589,2023-08-25,August,Summer,2023,5072,2,1,30.22,Low,0.9299999999999996,3,4.7,Kept
APPL-00006590,2023-09-10,September,Summer,2023,5078,95,3,1681.77,No Discount,0.0,0,3.6,Kept
APPL-00006591,2023-09-24,September,Fall,2023,5081,468,1,776.21,Low,40.84999999999991,5,4.0,Kept
APPL-00006592,2023-10-19,October,Fall,2023,5079,670,2,1205.46,Low,18.639999999999983,3,3.1,Kept
APPL-00006593,2023-11-09,November,Fall,2023,5082,593,2,1610.3,Low,24.899999999999977,3,3.9,Kept
APPL-00006594,2024-01-23,January,Winter,2024,5083,5,1,683.96,Medium,75.99000000000001,10,4.4,Kept
APPL-00006595,2024-02-12,February,Winter,2024,5084,579,1,580.47,Medium,43.68999999999994,7,,Kept
APPL-00006596,2024-06-04,June,Spring,2024,5085,499,2,2507.62,Medium,139.30999999999997,10,3.8,Kept
APPL-00006597,2024-06-19,June,Spring,2024,5086,190,1,394.22,Low,20.75,5,4.8,Kept
APPL-00006598,2024-07-02,July,Summer,2024,5087,272,1,250.6,No Discount,0.0,0,4.9,Exchanged
APPL-00006599,2022-01-12,January,Winter,2022,5088,666,4,28382.64,Low,373.46,5,4.6,Kept
APPL-00006600,2022-04-11,April,Spring,2022,5089,781,1,761.33,Medium,84.58999999999992,10,3.1,Kept
APPL-00006601,2022-05-05,May,Spring,2022,5090,96,2,694.0,High,61.23000000000002,15,5.0,Exchanged
APPL-00006602,2022-08-28,August,Summer,2022,5091,33,1,33.12,High,5.850000000000001,15,3.5,Kept
APPL-00006603,2022-09-01,September,Summer,2022,5090,5,1,734.49,Low,22.720000000000027,3,4.5,Kept
APPL-00006604,2022-11-24,November,Fall,2022,5092,78,1,36.57,Low,1.93,5,3.7,Kept
APPL-00006605,2023-01-23,January,Winter,2023,5093,44,2,252.34,No Discount,0.0,0,5.0,Kept
APPL-00006606,2023-01-31,January,Winter,2023,5094,414,1,600.29,High,105.93000000000006,15,3.3,Kept
APPL-00006607,2023-03-17,March,Winter,2023,5095,1134,1,827.17,Medium,91.91000000000008,10,3.5,Kept
APPL-00006608,2023-05-26,May,Spring,2023,5096,123,1,801.19,No Discount,0.0,0,,Kept
APPL-00006609,2023-06-14,June,Spring,2023,5097,27,2,1607.78,Low,42.31000000000006,5,3.8,Kept
APPL-00006610,2023-08-13,August,Summer,2023,5098,146,1,2309.73,No Discount,0.0,0,4.5,Kept
APPL-00006611,2023-08-23,August,Summer,2023,5098,26,1,266.06,No Discount,0.0,0,,Kept
APPL-00006612,2023-09-27,September,Fall,2023,5099,46,2,239.84,No Discount,0.0,0,3.5,Kept
APPL-00006613,2023-10-02,October,Fall,2023,5090,153,3,263.85,Low,4.629999999999996,5,,Exchanged
APPL-00006614,2023-10-29,October,Fall,2023,5100,536,1,2326.06,Low,71.94000000000005,3,4.5,Kept
APPL-00006615,2024-02-06,February,Winter,2024,5101,113,2,1587.26,No Discount,0.0,0,,Kept
APPL-00006616,2024-06-11,June,Spring,2024,5100,136,2,457.16,Low,12.03,5,3.9,Kept
APPL-00006617,2024-07-15,July,Summer,2024,5102,345,2,5018.26,No Discount,0.0,0,3.7,Kept
APPL-00006618,2024-09-03,September,Summer,2024,5103,112,1,801.32,Low,42.16999999999996,5,4.9,Kept
APPL-00006619,2024-12-29,December,Winter,2024,5104,376,1,760.1,Low,15.509999999999993,2,,Kept
APPL-00006620,2022-01-07,January,Winter,2022,5105,634,1,783.72,Medium,87.07999999999993,10,4.8,Kept
APPL-00006621,2022-03-20,March,Winter,2022,5106,377,1,565.12,Low,11.529999999999973,2,3.6,Kept
APPL-00006622,2022-03-21,March,Spring,2022,5107,970,3,2238.69,High,131.68999999999994,15,3.0,Kept
APPL-00006623,2022-04-18,April,Spring,2022,5108,153,2,175.24,Medium,9.739999999999997,10,3.0,Kept
APPL-00006624,2022-06-09,June,Spring,2022,5109,279,2,910.92,Low,14.090000000000032,3,4.6,Kept
APPL-00006625,2022-08-30,August,Summer,2022,5106,130,3,902.28,No Discount,0.0,0,4.8,Kept
APPL-00006626,2022-09-27,September,Fall,2022,5110,495,5,5578.7,No Discount,0.0,0,,Kept
APPL-00006627,2022-10-11,October,Fall,2022,5111,262,1,232.51,Medium,17.5,7,,Kept
APPL-00006628,2022-10-26,October,Fall,2022,5112,115,4,2037.84,High,89.91000000000003,15,3.5,Kept
APPL-00006629,2022-11-23,November,Fall,2022,5108,335,4,4451.44,Low,22.71000000000004,2,4.0,Kept
APPL-00006630,2023-04-30,April,Spring,2023,5113,512,4,3424.64,No Discount,0.0,0,3.3,Kept
APPL-00006631,2023-05-15,May,Spring,2023,5114,144,1,119.22,Low,6.280000000000001,5,4.0,Kept
APPL-00006632,2023-06-18,June,Spring,2023,5115,108,7,15443.26,Low,116.12000000000036,5,,Kept
APPL-00006633,2023-07-18,July,Summer,2023,5116,418,3,909.03,No Discount,0.0,0,,Kept
APPL-00006634,2023-09-26,September,Fall,2023,5117,584,2,1538.32,Medium,85.46000000000004,10,4.3,Kept
APPL-00006635,2023-10-09,October,Fall,2023,5118,441,1,1027.67,No Discount,0.0,0,4.4,Kept
APPL-00006636,2023-12-25,December,Winter,2023,5108,117,1,239.04,No Discount,0.0,0,,Returned
APPL-00006637,2023-12-28,December,Winter,2023,5119,697,1,1206.97,No Discount,0.0,0,4.7,Kept
APPL-00006638,2024-01-01,January,Winter,2024,5120,705,1,905.23,Low,28.0,3,3.2,Kept
APPL-00006639,2024-01-03,January,Winter,2024,5121,427,1,397.44,Medium,29.920000000000016,7,3.7,Returned
APPL-00006640,2024-03-13,March,Winter,2024,5122,135,1,267.99,No Discount,0.0,0,3.3,Kept
APPL-00006641,2024-05-02,May,Spring,2024,5123,99,1,277.07,No Discount,0.0,0,3.5,Kept
APPL-00006642,2024-06-16,June,Spring,2024,5124,48,1,119.12,Medium,8.969999999999999,7,3.8,Kept
APPL-00006643,2024-07-24,July,Summer,2024,5125,352,1,312.13,No Discount,0.0,0,4.1,Kept
APPL-00006644,2024-08-26,August,Summer,2024,5126,1134,2,1794.94,Low,47.23000000000002,5,,Kept
APPL-00006645,2024-08-29,August,Summer,2024,5111,102,1,122.11,No Discount,0.0,0,3.9,Kept
APPL-00006646,2024-09-07,September,Summer,2024,5127,590,8,3971.6,No Discount,0.0,0,3.3,Kept
APPL-00006647,2022-03-04,March,Winter,2022,5128,738,1,844.07,Low,26.1099999999999,3,,Kept
APPL-00006648,2022-05-06,May,Spring,2022,5129,184,3,314.04,High,18.47,15,4.1,Kept
APPL-00006649,2022-07-25,July,Summer,2022,5130,655,4,3563.6,No Discount,0.0,0,,Kept
APPL-00006650,2022-08-12,August,Summer,2022,5131,349,1,816.53,Low,16.660000000000082,2,3.7,Kept
APPL-00006651,2022-09-03,September,Summer,2022,5132,61,1,505.65,Medium,56.180000000000064,10,4.5,Kept
APPL-00006652,2022-09-27,September,Fall,2022,5133,117,6,1483.14,No Discount,0.0,0,,Kept
APPL-00006653,2022-12-08,December,Fall,2022,5131,2,1,28.23,Medium,2.129999999999999,7,4.1,Exchanged
APPL-00006654,2023-02-03,February,Winter,2023,5134,149,3,285.57,Low,1.9399999999999975,2,3.2,Kept
APPL-00006655,2023-03-11,March,Winter,2023,5135,102,5,594.75,Medium,8.950000000000003,7,3.5,Kept
APPL-00006656,2023-04-27,April,Spring,2023,5136,8,4,492.16,No Discount,0.0,0,,Kept
APPL-00006657,2023-08-11,August,Summer,2023,5137,742,3,2895.63,No Discount,0.0,0,4.0,Kept
APPL-00006658,2023-09-09,September,Summer,2023,5138,111,1,978.97,High,172.76,15,3.5,Kept
APPL-00006659,2024-01-30,January,Winter,2024,5139,315,1,1031.08,No Discount,0.0,0,4.4,Kept
APPL-00006660,2024-04-02,April,Spring,2024,5140,65,1,96.81,Low,5.090000000000003,5,3.3,Returned
APPL-00006661,2024-04-20,April,Spring,2024,5141,492,1,1095.64,Medium,121.74,10,4.2,Kept
APPL-00006662,2024-05-15,May,Spring,2024,5142,465,3,2832.69,Medium,71.06999999999994,7,3.0,Kept
APPL-00006663,2024-08-13,August,Summer,2024,5135,61,1,553.41,No Discount,0.0,0,,Kept
APPL-00006664,2024-08-16,August,Summer,2024,5143,38,1,112.48,Medium,8.469999999999999,7,,Kept
APPL-00006665,2024-08-27,August,Summer,2024,5143,432,1,475.55,Low,9.699999999999989,2,3.4,Kept
APPL-00006666,2024-09-05,September,Summer,2024,5134,26,2,482.1,No Discount,0.0,0,,Kept
APPL-00006667,2024-10-01,October,Fall,2024,5144,443,2,2420.16,No Discount,0.0,0,4.0,Kept
APPL-00006668,2024-11-18,November,Fall,2024,5133,3,3,793.41,Medium,19.909999999999968,7,,Kept
APPL-00006669,2024-11-20,November,Fall,2024,5134,260,1,552.42,No Discount,0.0,0,3.3,Kept
APPL-00006670,2022-02-14,February,Winter,2022,5145,119,1,1066.24,Medium,118.47000000000004,10,4.1,Kept
APPL-00006671,2022-02-22,February,Winter,2022,5146,542,1,90.66,Medium,10.070000000000007,10,,Kept
APPL-00006672,2022-06-07,June,Spring,2022,5147,1135,2,2030.56,Low,20.720000000000027,2,,Kept
APPL-00006673,2022-06-17,June,Spring,2022,5148,2,1,27.4,No Discount,0.0,0,4.0,Kept
APPL-00006674,2022-08-12,August,Summer,2022,5149,165,1,643.62,No Discount,0.0,0,,Kept
APPL-00006675,2022-08-30,August,Summer,2022,5150,215,3,2709.24,Low,18.42999999999995,2,,Kept
APPL-00006676,2022-11-04,November,Fall,2022,5145,153,1,82.01,High,14.47,15,3.7,Kept
APPL-00006677,2022-11-19,November,Fall,2022,5151,961,1,946.75,Low,19.32000000000005,2,4.7,Kept
APPL-00006678,2023-01-19,January,Winter,2023,5152,542,2,192.88,No Discount,0.0,0,,Kept
APPL-00006679,2023-01-20,January,Winter,2023,5153,653,2,1916.62,No Discount,0.0,0,3.8,Kept
APPL-00006680,2023-03-15,March,Winter,2023,5154,333,3,1502.76,Medium,55.660000000000025,10,3.3,Kept
APPL-00006681,2023-03-20,March,Winter,2023,5155,282,6,2251.32,No Discount,0.0,0,4.2,Returned
APPL-00006682,2023-05-05,May,Spring,2023,5149,162,2,1464.16,High,129.18999999999994,15,5.0,Kept
APPL-00006683,2023-06-12,June,Spring,2023,5156,529,3,2832.75,No Discount,0.0,0,3.7,Kept
APPL-00006684,2023-08-05,August,Summer,2023,5157,920,2,2008.36,High,177.21000000000015,15,,Kept
APPL-00006685,2023-11-16,November,Fall,2023,5148,436,1,1063.56,Low,55.98000000000002,5,3.2,Returned
APPL-00006686,2023-12-31,December,Winter,2023,5158,835,2,1663.72,Medium,92.42999999999996,10,,Kept
APPL-00006687,2024-01-03,January,Winter,2024,5155,336,1,1325.68,Low,69.76999999999998,5,,Kept
APPL-00006688,2024-04-16,April,Spring,2024,5155,556,2,14930.84,No Discount,0.0,0,3.1,Kept
APPL-00006689,2024-04-22,April,Spring,2024,5159,599,1,1199.05,No Discount,0.0,0,3.3,Kept
APPL-00006690,2024-09-11,September,Summer,2024,5146,67,1,747.51,Low,23.120000000000005,3,4.2,Kept
APPL-00006691,2024-11-21,November,Fall,2024,5148,439,2,2223.72,Medium,83.69000000000005,7,3.9,Kept
APPL-00006692,2022-03-02,March,Winter,2022,5160,1067,2,1030.54,High,90.93000000000006,15,4.2,Kept
APPL-00006693,2022-04-25,April,Spring,2022,5161,74,1,900.08,High,158.84000000000003,15,,Kept
APPL-00006694,2022-05-11,May,Spring,2022,5162,935,5,4021.3,No Discount,0.0,0,5.0,Kept
APPL-00006695,2022-07-03,July,Summer,2022,5163,301,1,2022.78,No Discount,0.0,0,,Kept
APPL-00006696,2022-07-24,July,Summer,2022,5164,350,1,95.45,No Discount,0.0,0,3.5,Kept
APPL-00006697,2022-11-15,November,Fall,2022,5165,80,1,172.57,No Discount,0.0,0,4.8,Kept
APPL-00006698,2023-01-04,January,Winter,2023,5166,44,1,120.67,Low,6.349999999999994,5,3.2,Kept
APPL-00006699,2023-01-31,January,Winter,2023,5167,130,3,939.36,Low,9.680000000000009,3,,Kept
APPL-00006700,2023-02-19,February,Winter,2023,5168,389,2,320.26,Medium,17.789999999999992,10,3.0,Kept
APPL-00006701,2023-02-21,February,Winter,2023,5169,114,2,4124.16,No Discount,0.0,0,4.3,Kept
APPL-00006702,2023-02-24,February,Winter,2023,5169,976,2,2248.58,High,198.4000000000001,15,4.4,Kept
APPL-00006703,2023-02-24,February,Winter,2023,5170,101,2,232.58,Low,6.11999999999999,5,4.7,Kept
APPL-00006704,2023-03-01,March,Winter,2023,5171,26,1,219.11,Low,11.529999999999973,5,3.9,Kept
APPL-00006705,2023-03-15,March,Winter,2023,5168,42,2,1090.78,Low,28.71000000000004,5,4.4,Kept
APPL-00006706,2023-03-30,March,Spring,2023,5169,30,2,427.9,High,37.76000000000002,15,4.8,Kept
APPL-00006707,2023-04-23,April,Spring,2023,5165,5,2,1447.64,Medium,54.47999999999991,7,,Kept
APPL-00006708,2023-08-04,August,Summer,2023,5172,88,2,526.88,Low,13.870000000000005,5,,Exchanged
APPL-00006709,2023-08-13,August,Summer,2023,5173,166,2,1041.04,No Discount,0.0,0,,Kept
APPL-00006710,2023-09-24,September,Fall,2023,5165,1009,4,2550.04,No Discount,0.0,0,,Exchanged
APPL-00006711,2023-11-02,November,Fall,2023,5174,77,2,70.9,Low,1.8699999999999972,5,4.2,Kept
APPL-00006712,2024-02-01,February,Winter,2024,5169,1,1,182.37,No Discount,0.0,0,,Kept
APPL-00006713,2024-02-16,February,Winter,2024,5169,340,4,936.56,Medium,26.02000000000004,10,,Kept
APPL-00006714,2024-03-23,March,Spring,2024,5175,683,1,2154.99,No Discount,0.0,0,3.7,Kept
APPL-00006715,2024-07-26,July,Summer,2024,5169,162,2,1441.74,Low,22.299999999999955,3,3.1,Kept
APPL-00006716,2024-11-12,November,Fall,2024,5176,76,1,98.6,Low,2.010000000000005,2,,Kept
APPL-00006717,2024-12-20,December,Fall,2024,5177,536,2,4625.6,Low,121.73000000000002,5,,Kept
APPL-00006718,2022-01-29,January,Winter,2022,5178,117,2,482.46,Low,4.920000000000016,2,3.5,Kept
APPL-00006719,2022-02-11,February,Winter,2022,5179,418,1,302.95,Low,9.370000000000005,3,4.5,Kept
APPL-00006720,2022-02-13,February,Winter,2022,5180,563,3,1996.68,High,117.45000000000005,15,4.5,Kept
APPL-00006721,2022-03-01,March,Winter,2022,5181,15,1,30.1,No Discount,0.0,0,,Kept
APPL-00006722,2022-04-19,April,Spring,2022,5182,52,1,469.35,No Discount,0.0,0,,Exchanged
APPL-00006723,2022-04-19,April,Spring,2022,5183,65,1,101.98,No Discount,0.0,0,4.3,Kept
APPL-00006724,2022-08-27,August,Summer,2022,5184,1136,3,2509.95,High,147.64999999999998,15,3.3,Kept
APPL-00006725,2023-02-19,February,Winter,2023,5185,238,1,414.87,No Discount,0.0,0,3.0,Kept
APPL-00006726,2023-03-21,March,Spring,2023,5186,304,2,2244.48,No Discount,0.0,0,3.8,Kept
APPL-00006727,2023-03-25,March,Spring,2023,5182,102,2,237.98,Medium,8.960000000000008,7,3.3,Kept
APPL-00006728,2023-03-29,March,Spring,2023,5181,570,1,1338.57,No Discount,0.0,0,,Kept
APPL-00006729,2023-05-24,May,Spring,2023,5187,340,4,1035.48,No Discount,0.0,0,3.4,Kept
APPL-00006730,2023-07-31,July,Summer,2023,5188,509,2,699.82,High,61.75,15,4.4,Kept
APPL-00006731,2023-08-08,August,Summer,2023,5189,732,3,1614.3,High,94.95999999999992,15,,Kept
APPL-00006732,2023-09-15,September,Summer,2023,5190,680,3,2543.88,No Discount,0.0,0,4.7,Kept
APPL-00006733,2023-10-09,October,Fall,2023,5183,45,2,202.14,No Discount,0.0,0,,Kept
APPL-00006734,2023-12-12,December,Fall,2023,5191,557,2,1833.42,No Discount,0.0,0,4.7,Kept
APPL-00006735,2024-02-15,February,Winter,2024,5192,53,3,7295.01,Low,127.98000000000002,5,3.6,Returned
APPL-00006736,2024-02-18,February,Winter,2024,5193,952,1,1212.4,Low,24.74000000000001,2,,Returned
APPL-00006737,2024-06-04,June,Spring,2024,5194,685,6,4840.68,Low,42.46000000000004,5,3.8,Kept
APPL-00006738,2024-06-06,June,Spring,2024,5195,576,2,880.18,Medium,33.13000000000005,7,,Kept
APPL-00006739,2024-06-28,June,Summer,2024,5196,88,1,278.72,Medium,20.97999999999996,7,3.6,Kept
APPL-00006740,2024-07-15,July,Summer,2024,5197,1040,3,2020.56,Low,13.75,2,3.5,Kept
APPL-00006741,2024-08-31,August,Summer,2024,5198,136,7,1760.08,Low,5.129999999999996,2,3.1,Kept
APPL-00006742,2024-12-26,December,Winter,2024,5188,492,1,1324.56,No Discount,0.0,0,3.4,Kept
APPL-00006743,2022-01-28,January,Winter,2022,5199,193,1,422.09,No Discount,0.0,0,4.5,Kept
APPL-00006744,2022-05-14,May,Spring,2022,5200,477,4,10239.48,No Discount,0.0,0,4.8,Kept
APPL-00006745,2022-05-30,May,Spring,2022,5201,362,1,496.37,Low,15.350000000000025,3,3.6,Kept
APPL-00006746,2022-06-19,June,Spring,2022,5202,211,6,2627.46,Medium,32.95999999999998,7,,Kept
APPL-00006747,2022-07-25,July,Summer,2022,5203,948,1,802.54,High,141.63,15,4.5,Kept
APPL-00006748,2022-07-26,July,Summer,2022,5204,106,3,3866.91,No Discount,0.0,0,4.5,Kept
APPL-00006749,2022-08-10,August,Summer,2022,5205,516,2,825.56,No Discount,0.0,0,4.9,Kept
APPL-00006750,2022-12-03,December,Fall,2022,5199,102,3,350.91,High,20.64000000000001,15,4.1,Kept
APPL-00006751,2022-12-08,December,Fall,2022,5201,1064,2,948.36,No Discount,0.0,0,4.8,Kept
APPL-00006752,2023-01-24,January,Winter,2023,5206,349,1,720.29,Medium,54.22000000000003,7,3.8,Kept
APPL-00006753,2023-02-13,February,Winter,2023,5207,702,1,559.8,No Discount,0.0,0,3.1,Kept
APPL-00006754,2023-03-07,March,Winter,2023,5208,868,2,1654.62,No Discount,0.0,0,,Kept
APPL-00006755,2023-03-19,March,Winter,2023,5209,149,2,200.12,No Discount,0.0,0,3.5,Kept
APPL-00006756,2023-04-21,April,Spring,2023,5210,735,1,852.71,No Discount,0.0,0,,Kept
APPL-00006757,2023-07-06,July,Summer,2023,5201,348,2,616.8,No Discount,0.0,0,,Kept
APPL-00006758,2023-08-13,August,Summer,2023,5211,149,1,106.01,No Discount,0.0,0,3.9,Kept
APPL-00006759,2023-08-30,August,Summer,2023,5202,900,1,525.4,Low,10.720000000000027,2,,Kept
APPL-00006760,2023-09-30,September,Fall,2023,5212,139,1,580.18,Medium,64.47000000000003,10,3.9,Kept
APPL-00006761,2023-11-17,November,Fall,2023,5213,82,2,245.74,Low,3.799999999999997,3,3.9,Kept
APPL-00006762,2023-12-05,December,Fall,2023,5214,880,2,2481.22,No Discount,0.0,0,,Kept
APPL-00006763,2023-12-20,December,Fall,2023,5201,683,1,1909.34,No Discount,0.0,0,3.7,Kept
APPL-00006764,2024-01-30,January,Winter,2024,5212,1009,4,2065.72,Medium,38.870000000000005,7,4.2,Kept
APPL-00006765,2024-07-03,July,Summer,2024,5215,925,1,1011.29,Low,31.279999999999973,3,3.7,Kept
